% Model:              FEA.mph
% Version:            COMSOL 5.1.0.145
% Date:               Jun 19 2022, 10:53
% Dimension:          2
% Nodes:              500
% Expressions:        2
% Description:        Magnetic flux density, r component, Magnetic flux density, z component
% Length unit:        m
% r                       z                        mf.Br (T) @ freq=20000                            mf.Bz (T) @ freq=20000
0.006                     0.0025                   -0.0032928207446221184-2.7539218801446148E-11i    -2.08954842236427E-4-5.116539957342382E-11i
0.00604809619238477       0.0025                   -0.003206776029737019-2.7637928323736895E-11i     -2.7667390896932435E-4-5.0891793166545545E-11i
0.006096192384769539      0.0025                   -0.003120731314851924-2.773663784602768E-11i      -3.442476782341921E-4-5.061786102929568E-11i
0.006144288577154309      0.0025                   -0.0030346865999668297-2.7835347368318466E-11i    -4.116795621046565E-4-5.034361081091973E-11i
0.006192384769539079      0.0025                   -0.0029266680461019177-2.7932226029310996E-11i    -5.174054982487897E-4-5.006861486217338E-11i
0.0062404809619238475     0.0025                   -0.0028263710598061577-2.8011989463360956E-11i    -5.11416776294165E-4-4.981745029421604E-11i
0.006288577154308617      0.0025                   -0.0027260740735103872-2.809175289741107E-11i     -5.047360427371513E-4-4.956616845142544E-11i
0.006336673346693387      0.0025                   -0.002625777087214627-2.8171516331461134E-11i     -4.973790549576936E-4-4.9314772004196117E-11i
0.0063847695390781565     0.0025                   -0.0025254801009188567-2.8251279765511145E-11i    -4.893610955370867E-4-4.9063263542459274E-11i
0.006432865731462926      0.0025                   -0.002425183114623093-2.833104319956121E-11i      -4.8069699000747495E-4-4.8811645578689395E-11i
0.006480961923847696      0.0025                   -0.002324886128327335-2.8410806633611168E-11i     -4.714011238109827E-4-4.855992055077992E-11i
0.006529058116232465      0.0025                   -0.002224589142031568-2.849057006766123E-11i      -4.614874585093004E-4-4.830809082478923E-11i
0.006577154308617234      0.0025                   -0.00226208506337903-2.8548781437810008E-11i      -5.751788134764147E-4-4.8029790220885887E-11i
0.006625250501002004      0.0025                   -0.0022012789662329054-2.8617533473676077E-11i    -6.021910279951543E-4-4.7755742525927795E-11i
0.0066733466933867735     0.0025                   -0.0021404728690867965-2.8686285509541837E-11i    -6.288774306338961E-4-4.7481443974706905E-11i
0.006721442885771543      0.0025                   -0.0020796667719406763-2.8755037545407838E-11i    -6.55245015565349E-4-4.720689995233106E-11i
0.006769539078156313      0.0025                   -0.00201886067479455-2.8823789581273898E-11i      -6.813005781935917E-4-4.6932115690867205E-11i
0.006817635270541082      0.0025                   -0.001958054577648434-2.889254161713971E-11i      -7.070507221652298E-4-4.6657096274741224E-11i
0.006865731462925852      0.0025                   -0.0019162648976068586-2.8939338668024676E-11i    -6.586518745704934E-4-4.643833133907566E-11i
0.006913827655310622      0.0025                   -0.0018688344262035215-2.899057236802633E-11i     -6.619239109571244E-4-4.6177068229411754E-11i
0.006961923847695391      0.0025                   -0.0018214039548001778-2.904180606802827E-11i     -6.647701125473825E-4-4.591567352655791E-11i
0.00701002004008016       0.0025                   -0.001773973483396831-2.9093039768030132E-11i     -6.671992443799614E-4-4.565414993912197E-11i
0.00705811623246493       0.0025                   -0.0017265430119934857-2.914427346803185E-11i     -6.692198325827744E-4-4.5392500101882485E-11i
0.0071062124248496995     0.0025                   -0.0016791125405901395-2.9195507168033894E-11i    -6.708401724579579E-4-4.51307265782873E-11i
0.007154308617234469      0.0025                   -0.0016316820691868027-2.924674086803556E-11i     -6.72068336240686E-4-4.48688318628509E-11i
