1,1,2,13,12
2,2,3,14,13
3,3,4,15,14
4,4,5,16,15
5,5,6,17,16
6,6,7,18,17
7,7,8,19,18
8,8,9,20,19
9,9,10,21,20
10,10,11,22,21
11,12,13,24,23
12,13,14,25,24
13,14,15,26,25
14,15,16,27,26
15,16,17,28,27
16,17,18,29,28
17,18,19,30,29
18,19,20,31,30
19,20,21,32,31
20,21,22,33,32
21,23,24,35,34
22,24,25,36,35
23,25,26,37,36
24,26,27,38,37
25,27,28,39,38
26,28,29,40,39
27,29,30,41,40
28,30,31,42,41
29,31,32,43,42
30,32,33,44,43
31,34,35,46,45
32,35,36,47,46
33,36,37,48,47
34,37,38,49,48
35,38,39,50,49
36,39,40,51,50
37,40,41,52,51
38,41,42,53,52
39,42,43,54,53
40,43,44,55,54
41,45,46,57,56
42,46,47,58,57
43,47,48,59,58
44,48,49,60,59
45,49,50,61,60
46,50,51,62,61
47,51,52,63,62
48,52,53,64,63
49,53,54,65,64
50,54,55,66,65
51,56,57,68,67
52,57,58,69,68
53,58,59,70,69
54,59,60,71,70
55,60,61,72,71
56,61,62,73,72
57,62,63,74,73
58,63,64,75,74
59,64,65,76,75
60,65,66,77,76
61,67,68,79,78
62,68,69,80,79
63,69,70,81,80
64,70,71,82,81
65,71,72,83,82
66,72,73,84,83
67,73,74,85,84
68,74,75,86,85
69,75,76,87,86
70,76,77,88,87
71,78,79,90,89
72,79,80,91,90
73,80,81,92,91
74,81,82,93,92
75,82,83,94,93
76,83,84,95,94
77,84,85,96,95
78,85,86,97,96
79,86,87,98,97
80,87,88,99,98
81,89,90,101,100
82,90,91,102,101
83,91,92,103,102
84,92,93,104,103
85,93,94,105,104
86,94,95,106,105
87,95,96,107,106
88,96,97,108,107
89,97,98,109,108
90,98,99,110,109
91,100,101,112,111
92,101,102,113,112
93,102,103,114,113
94,103,104,115,114
95,104,105,116,115
96,105,106,117,116
97,106,107,118,117
98,107,108,119,118
99,108,109,120,119
100,109,110,121,120
